2023-12-06 00:42:56.973791,-59,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:56.976884,-59,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:56.980534,-300,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:56.984998,-150,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:56.989128,-150,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:56.993228,-150,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:56.996974,-150,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:57.000692,-150,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:57.004579,-150,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:57.007839,-150,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:57.012490,-274,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:57.016102,-168,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:57.020320,-168,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:57.023421,-168,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:57.028127,-168,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:57.031844,-168,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:57.035584,-168,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:57.040404,-168,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:57.043574,-168,0,0,637828,124811,28167,12907,22597,16454,37639,1354
2023-12-06 00:42:57.047206,-162,0,0,11461,4380,249,558,1789,8823,643,247
2023-12-06 00:42:57.051462,-162,0,0,11461,4380,249,558,1789,8823,643,247
2023-12-06 00:42:57.055118,-162,0,0,11461,4380,249,558,1789,8823,643,247
2023-12-06 00:42:57.059911,-162,0,0,11461,4380,249,558,1789,8823,643,247
2023-12-06 00:42:57.063153,-162,0,0,11461,4380,249,558,1789,8823,643,247
2023-12-06 00:42:57.066873,-162,0,0,11461,4380,249,558,1789,8823,643,247
2023-12-06 00:42:57.070725,-162,0,0,11461,4380,249,558,1789,8823,643,247
2023-12-06 00:42:57.074119,-162,0,0,11461,4380,249,558,1789,8823,643,247
2023-12-06 00:42:57.078793,-162,0,0,11461,4380,249,558,1789,8823,643,247
2023-12-06 00:42:57.082467,-209,0,0,11461,4380,249,558,1789,8823,643,247
2023-12-06 00:42:57.086726,257,0,0,11461,4380,249,558,1789,8823,643,247
2023-12-06 00:42:57.089979,257,0,0,11461,4380,249,558,1789,8823,643,247
2023-12-06 00:42:57.094109,257,0,0,11461,4380,249,558,1789,8823,643,247
2023-12-06 00:42:57.098329,257,0,0,11461,4380,249,558,1789,8823,643,247
2023-12-06 00:42:57.102075,257,0,0,11461,4380,249,558,1789,8823,643,247
