2023-11-28 14:36:04.546168,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.550603,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.554393,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.558289,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.562228,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.568683,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.570295,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.574059,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.577882,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.580913,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.584912,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.589874,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.592872,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.596880,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.601131,-674,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.608144,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.612960,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.616712,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.620434,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.624595,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.628066,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.632420,1637,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.636121,1637,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.640276,1637,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.644160,1637,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.647760,1637,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.651725,1637,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.655196,1637,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.659427,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.662998,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.667941,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.670808,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.675152,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.678597,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.683129,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.686505,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.690300,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.694214,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.698739,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.702090,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.705933,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.709936,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.713535,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.718038,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.721892,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.725576,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.729693,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.734867,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.737195,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.741512,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.745170,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.749151,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.753001,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.756833,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.760932,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.764531,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.769250,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.772580,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.776593,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.780075,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.785350,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.788197,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.792023,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.796174,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.801667,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.804020,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.807871,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.811851,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.815845,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.819771,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.823204,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.827610,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.831599,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.835596,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.839610,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.844242,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.846771,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.851591,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.854417,2047,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.858818,588,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.862925,588,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.865937,588,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.870272,588,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.874090,588,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.878138,588,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.882165,588,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.885991,588,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.889756,588,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.894198,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
2023-11-28 14:36:04.898162,-2048,0,0,378547,438271,58710,185907,73412,142830,219700,95322
